sequence,order_id,type,side,price,quantity
8841,ORD008841,LIMIT,BUY,98.57,90
8842,ORD008842,LIMIT,BUY,98.93,68
8843,ORD008657,CANCEL,,,
8844,ORD008844,LIMIT,BUY,99.05,61
8845,ORD008845,LIMIT,SELL,99.97,14
8846,ORD008846,MARKET,BUY,,35
8847,ORD006771,CANCEL,,,
8848,ORD008848,LIMIT,SELL,101.21,95
8849,ORD003096,CANCEL,,,
8850,ORD003392,CANCEL,,,
8851,ORD008851,LIMIT,BUY,98.76,65
8852,ORD007138,CANCEL,,,
8853,ORD008753,CANCEL,,,
8854,ORD006949,CANCEL,,,
8855,ORD008855,LIMIT,SELL,100.06,54
8856,ORD006581,CANCEL,,,
8857,ORD008156,CANCEL,,,
8858,ORD008858,LIMIT,SELL,99.98,90
8859,ORD008859,LIMIT,BUY,99.35,37
8860,ORD006772,CANCEL,,,
8861,ORD007988,CANCEL,,,
8862,ORD005641,CANCEL,,,
8863,ORD008065,CANCEL,,,
8864,ORD006832,CANCEL,,,
8865,ORD008865,LIMIT,BUY,98.85,90
8866,ORD008866,LIMIT,BUY,99.7,29
8867,ORD008867,MARKET,SELL,,83
8868,ORD008868,LIMIT,SELL,99.77,49
8869,ORD008869,MARKET,SELL,,78
8870,ORD006579,CANCEL,,,
8871,ORD008871,MARKET,BUY,,90
8872,ORD004048,CANCEL,,,
8873,ORD008873,LIMIT,SELL,100.97,100
8874,ORD008874,MARKET,BUY,,84
8875,ORD008708,CANCEL,,,
8876,ORD007558,CANCEL,,,
8877,ORD008267,CANCEL,,,
8878,ORD008760,CANCEL,,,
8879,ORD008879,LIMIT,SELL,99.61,45
8880,ORD008880,LIMIT,SELL,101.68,20
8881,ORD008881,LIMIT,SELL,101.83,48
8882,ORD008882,LIMIT,SELL,101.98,48
8883,ORD006766,CANCEL,,,
8884,ORD008884,LIMIT,BUY,100.2,42
8885,ORD008885,LIMIT,BUY,99.45,21
8886,ORD008886,LIMIT,BUY,100.08,85
8887,ORD008887,MARKET,BUY,,56
8888,ORD008888,LIMIT,BUY,98.07,78
8889,ORD008889,LIMIT,BUY,98.01,84
8890,ORD006930,CANCEL,,,
8891,ORD008891,LIMIT,BUY,98.17,60
8892,ORD006230,CANCEL,,,
8893,ORD008893,LIMIT,SELL,101.17,68
8894,ORD008396,CANCEL,,,
8895,ORD008895,LIMIT,SELL,101.46,11
8896,ORD008721,CANCEL,,,
8897,ORD008897,LIMIT,SELL,101.7,13
8898,ORD007305,CANCEL,,,
8899,ORD008899,LIMIT,SELL,99.57,63
8900,ORD008900,LIMIT,SELL,100.41,90
8901,ORD008901,LIMIT,BUY,100.04,20
8902,ORD005272,CANCEL,,,
8903,ORD008903,LIMIT,SELL,101.64,94
8904,ORD008904,LIMIT,SELL,101.33,86
8905,ORD008905,MARKET,SELL,,64
8906,ORD008906,LIMIT,SELL,100.16,93
8907,ORD008907,MARKET,SELL,,70
8908,ORD005423,CANCEL,,,
8909,ORD008909,LIMIT,SELL,100.16,58
8910,ORD008910,LIMIT,SELL,101.02,48
8911,ORD008911,LIMIT,SELL,100.27,69
8912,ORD007654,CANCEL,,,
8913,ORD008913,LIMIT,SELL,99.94,19
8914,ORD008914,LIMIT,BUY,98.15,49
8915,ORD008915,LIMIT,SELL,99.81,49
8916,ORD008916,LIMIT,BUY,99.42,75
8917,ORD008917,LIMIT,BUY,99.7,28
8918,ORD008918,LIMIT,BUY,99.2,28
8919,ORD007701,CANCEL,,,
8920,ORD008920,LIMIT,SELL,100.09,43
8921,ORD006018,CANCEL,,,
8922,ORD008767,CANCEL,,,
8923,ORD008923,MARKET,SELL,,65
8924,ORD006165,CANCEL,,,
8925,ORD008925,LIMIT,SELL,101.16,26
8926,ORD007524,CANCEL,,,
8927,ORD006558,CANCEL,,,
8928,ORD008928,LIMIT,BUY,98.34,29
8929,ORD008092,CANCEL,,,
8930,ORD008930,LIMIT,SELL,99.52,32
8931,ORD008931,LIMIT,SELL,101.53,57
8932,ORD008932,LIMIT,BUY,100.41,89
8933,ORD008933,LIMIT,SELL,100.91,59
8934,ORD008934,LIMIT,BUY,99.67,28
8935,ORD008935,MARKET,SELL,,32
8936,ORD008936,MARKET,BUY,,43
8937,ORD008937,LIMIT,BUY,98.35,59
8938,ORD008873,CANCEL,,,
8939,ORD003401,CANCEL,,,
8940,ORD008940,LIMIT,BUY,99.75,48
8941,ORD008941,LIMIT,SELL,99.97,79
8942,ORD006273,CANCEL,,,
8943,ORD008943,LIMIT,SELL,101.72,59
8944,ORD008944,LIMIT,SELL,100.5,98
8945,ORD008707,CANCEL,,,
8946,ORD008946,MARKET,SELL,,14
8947,ORD004265,CANCEL,,,
8948,ORD005677,CANCEL,,,
8949,ORD008949,MARKET,SELL,,25
8950,ORD008950,MARKET,BUY,,1
8951,ORD008446,CANCEL,,,
8952,ORD008952,LIMIT,SELL,101.85,83
8953,ORD005819,CANCEL,,,
8954,ORD008954,LIMIT,BUY,100.43,42
8955,ORD007141,CANCEL,,,
8956,ORD008956,MARKET,BUY,,42
8957,ORD008957,LIMIT,BUY,98.75,48
8958,ORD008958,LIMIT,BUY,100.09,37
8959,ORD008959,LIMIT,BUY,98.75,43
8960,ORD008960,LIMIT,SELL,99.91,23
8961,ORD008961,LIMIT,BUY,98.63,50
8962,ORD008962,MARKET,BUY,,32
8963,ORD008963,LIMIT,BUY,100.15,97
8964,ORD008964,MARKET,SELL,,50
8965,ORD008965,LIMIT,BUY,100.0,44
8966,ORD008966,LIMIT,SELL,99.62,85
8967,ORD003892,CANCEL,,,
8968,ORD008968,LIMIT,BUY,99.31,10
8969,ORD008716,CANCEL,,,
8970,ORD008970,MARKET,SELL,,25
8971,ORD008971,MARKET,BUY,,98
8972,ORD008972,MARKET,BUY,,22
8973,ORD008957,CANCEL,,,
8974,ORD007357,CANCEL,,,
8975,ORD008975,LIMIT,SELL,101.76,44
8976,ORD008976,LIMIT,BUY,100.39,43
8977,ORD006225,CANCEL,,,
8978,ORD006279,CANCEL,,,
8979,ORD008979,LIMIT,SELL,99.53,67
8980,ORD008980,LIMIT,BUY,99.08,98
8981,ORD008981,LIMIT,BUY,99.53,86
8982,ORD008982,LIMIT,SELL,100.91,91
8983,ORD008983,LIMIT,SELL,99.93,75
8984,ORD008984,LIMIT,BUY,98.4,75
8985,ORD008985,LIMIT,SELL,100.23,37
8986,ORD004616,CANCEL,,,
8987,ORD008400,CANCEL,,,
8988,ORD008988,LIMIT,SELL,100.95,75
8989,ORD006013,CANCEL,,,
8990,ORD008990,MARKET,BUY,,16
8991,ORD008991,MARKET,BUY,,39
8992,ORD008992,MARKET,BUY,,65
8993,ORD008993,LIMIT,SELL,101.95,66
8994,ORD008994,LIMIT,SELL,101.06,70
8995,ORD008562,CANCEL,,,
8996,ORD006194,CANCEL,,,
8997,ORD008997,MARKET,BUY,,50
8998,ORD008998,LIMIT,SELL,101.88,54
8999,ORD008999,LIMIT,SELL,100.94,41
9000,ORD005769,CANCEL,,,
9001,ORD009001,LIMIT,BUY,98.25,8
9002,ORD009002,MARKET,BUY,,46
9003,ORD009003,LIMIT,BUY,98.59,24
9004,ORD009004,LIMIT,BUY,98.37,93
9005,ORD009005,LIMIT,SELL,101.86,62
9006,ORD009006,LIMIT,BUY,98.4,18
9007,ORD009007,MARKET,SELL,,69
9008,ORD009008,LIMIT,BUY,99.19,4
9009,ORD009009,LIMIT,BUY,99.83,84
9010,ORD009010,LIMIT,SELL,101.77,55
9011,ORD009011,LIMIT,SELL,101.93,90
9012,ORD009012,LIMIT,SELL,99.84,6
9013,ORD009013,MARKET,SELL,,38
9014,ORD009014,MARKET,BUY,,28
9015,ORD009015,LIMIT,SELL,99.55,87
9016,ORD009016,LIMIT,SELL,99.86,60
9017,ORD009017,LIMIT,BUY,98.46,45
9018,ORD004228,CANCEL,,,
9019,ORD009019,LIMIT,BUY,99.21,56
9020,ORD009020,LIMIT,BUY,98.8,24
9021,ORD004953,CANCEL,,,
9022,ORD009022,LIMIT,BUY,99.28,25
9023,ORD009023,LIMIT,BUY,99.57,100
9024,ORD009024,LIMIT,SELL,100.7,95
9025,ORD009025,MARKET,SELL,,30
9026,ORD009026,LIMIT,SELL,100.08,67
9027,ORD009027,LIMIT,SELL,99.68,11
9028,ORD009028,LIMIT,BUY,99.63,41
9029,ORD008180,CANCEL,,,
9030,ORD009030,MARKET,SELL,,61
9031,ORD009031,LIMIT,BUY,98.94,93
9032,ORD009032,LIMIT,SELL,101.15,79
9033,ORD009033,MARKET,SELL,,45
9034,ORD009034,LIMIT,SELL,100.54,99
9035,ORD008603,CANCEL,,,
9036,ORD009036,LIMIT,SELL,100.4,79
9037,ORD009037,LIMIT,SELL,101.35,36
9038,ORD009038,LIMIT,BUY,99.46,44
9039,ORD006234,CANCEL,,,
9040,ORD009040,LIMIT,SELL,100.38,13
9041,ORD009041,LIMIT,BUY,98.89,96
9042,ORD009042,MARKET,BUY,,53
9043,ORD009043,MARKET,SELL,,30
9044,ORD009044,MARKET,SELL,,97
9045,ORD009045,LIMIT,BUY,98.84,4
9046,ORD008296,CANCEL,,,
9047,ORD005645,CANCEL,,,
9048,ORD006869,CANCEL,,,
9049,ORD008279,CANCEL,,,
9050,ORD009050,LIMIT,SELL,101.89,91
9051,ORD006092,CANCEL,,,
9052,ORD008611,CANCEL,,,
9053,ORD008453,CANCEL,,,
9054,ORD004195,CANCEL,,,
9055,ORD009055,LIMIT,BUY,100.15,87
9056,ORD009056,LIMIT,SELL,101.89,16
9057,ORD005927,CANCEL,,,
9058,ORD009058,LIMIT,SELL,100.56,97
9059,ORD009059,MARKET,BUY,,40
9060,ORD009060,MARKET,BUY,,14
9061,ORD009061,MARKET,SELL,,31
9062,ORD008004,CANCEL,,,
9063,ORD009063,LIMIT,SELL,100.95,34
9064,ORD009064,MARKET,BUY,,69
9065,ORD002892,CANCEL,,,
9066,ORD007913,CANCEL,,,
9067,ORD007650,CANCEL,,,
9068,ORD009068,LIMIT,BUY,98.32,65
9069,ORD004546,CANCEL,,,
9070,ORD009070,LIMIT,BUY,99.12,18
9071,ORD009071,MARKET,SELL,,82
9072,ORD009072,LIMIT,SELL,101.08,24
9073,ORD009073,LIMIT,SELL,100.93,2
9074,ORD005459,CANCEL,,,
9075,ORD009075,MARKET,SELL,,40
9076,ORD009076,MARKET,SELL,,27
9077,ORD009077,MARKET,BUY,,53
9078,ORD009078,LIMIT,BUY,98.74,51
9079,ORD002363,CANCEL,,,
9080,ORD009080,MARKET,BUY,,31
9081,ORD009081,LIMIT,SELL,100.64,39
9082,ORD008236,CANCEL,,,
9083,ORD009083,LIMIT,BUY,98.32,30
9084,ORD009084,LIMIT,SELL,101.65,89
9085,ORD009085,LIMIT,BUY,99.99,10
9086,ORD009086,LIMIT,SELL,101.77,59
9087,ORD009087,LIMIT,SELL,101.79,9
9088,ORD008274,CANCEL,,,
9089,ORD009089,MARKET,BUY,,28
9090,ORD009090,LIMIT,BUY,99.43,79
9091,ORD009091,MARKET,BUY,,65
9092,ORD009092,MARKET,BUY,,15
9093,ORD009093,LIMIT,SELL,100.75,66
9094,ORD009094,LIMIT,BUY,99.98,93
9095,ORD005243,CANCEL,,,
9096,ORD009096,LIMIT,BUY,100.44,85
9097,ORD009097,LIMIT,SELL,99.6,81
9098,ORD009098,LIMIT,BUY,99.21,41
9099,ORD009099,LIMIT,BUY,98.27,70
9100,ORD009100,LIMIT,BUY,99.8,5
9101,ORD009101,LIMIT,SELL,101.0,99
9102,ORD006219,CANCEL,,,
9103,ORD009103,MARKET,SELL,,53
9104,ORD007277,CANCEL,,,
9105,ORD009105,MARKET,SELL,,7
9106,ORD009106,LIMIT,BUY,98.49,72
9107,ORD009107,MARKET,BUY,,45
9108,ORD009108,LIMIT,SELL,101.39,87
9109,ORD009109,LIMIT,SELL,101.62,58
9110,ORD009110,LIMIT,SELL,101.25,65
9111,ORD009111,LIMIT,BUY,100.24,18
9112,ORD009112,LIMIT,BUY,98.08,5
9113,ORD009113,LIMIT,BUY,98.02,36
9114,ORD008968,CANCEL,,,
9115,ORD009115,LIMIT,BUY,99.96,38
9116,ORD009116,LIMIT,SELL,100.73,89
9117,ORD007044,CANCEL,,,
9118,ORD003070,CANCEL,,,
9119,ORD009119,LIMIT,SELL,100.52,11
9120,ORD009120,LIMIT,SELL,99.87,56
9121,ORD007125,CANCEL,,,
9122,ORD009122,MARKET,SELL,,34
9123,ORD009123,LIMIT,SELL,99.79,3
9124,ORD009124,LIMIT,SELL,99.53,32
9125,ORD008202,CANCEL,,,
9126,ORD009126,LIMIT,SELL,100.06,97
9127,ORD006753,CANCEL,,,
9128,ORD007709,CANCEL,,,
9129,ORD009129,LIMIT,SELL,100.14,87
9130,ORD006518,CANCEL,,,
9131,ORD009131,MARKET,BUY,,30
9132,ORD009132,LIMIT,BUY,99.11,77
9133,ORD009133,MARKET,BUY,,74
9134,ORD008235,CANCEL,,,
9135,ORD008578,CANCEL,,,
9136,ORD006328,CANCEL,,,
9137,ORD008495,CANCEL,,,
9138,ORD009138,MARKET,SELL,,32
9139,ORD006959,CANCEL,,,
9140,ORD009140,LIMIT,SELL,99.74,16
9141,ORD007667,CANCEL,,,
9142,ORD009142,MARKET,SELL,,32
9143,ORD008204,CANCEL,,,
9144,ORD005883,CANCEL,,,
9145,ORD009145,LIMIT,SELL,100.67,4
9146,ORD009146,MARKET,SELL,,18
9147,ORD009147,MARKET,BUY,,10
9148,ORD009148,MARKET,SELL,,9
9149,ORD003218,CANCEL,,,
9150,ORD009150,LIMIT,BUY,99.22,32
9151,ORD009151,MARKET,BUY,,5
9152,ORD009152,MARKET,BUY,,87
9153,ORD009153,LIMIT,BUY,99.06,57
9154,ORD009154,LIMIT,BUY,98.91,26
9155,ORD009155,LIMIT,BUY,99.06,16
9156,ORD009156,LIMIT,BUY,98.78,98
9157,ORD009157,MARKET,SELL,,19
9158,ORD009158,LIMIT,BUY,100.13,43
9159,ORD009159,LIMIT,SELL,101.99,41
9160,ORD009160,LIMIT,BUY,98.32,83
9161,ORD009161,LIMIT,BUY,98.67,79
9162,ORD009162,LIMIT,SELL,99.96,25
9163,ORD007506,CANCEL,,,
9164,ORD009164,LIMIT,BUY,99.28,89
9165,ORD009037,CANCEL,,,
9166,ORD009166,LIMIT,BUY,98.08,4
9167,ORD009167,LIMIT,SELL,101.68,92
9168,ORD009168,LIMIT,BUY,100.21,81
9169,ORD009169,LIMIT,BUY,99.97,38
9170,ORD009170,MARKET,SELL,,91
9171,ORD009171,LIMIT,SELL,100.13,100
9172,ORD009172,MARKET,SELL,,76
9173,ORD007246,CANCEL,,,
9174,ORD009174,MARKET,BUY,,2
9175,ORD009175,LIMIT,BUY,99.37,17
9176,ORD009176,LIMIT,SELL,100.41,27
9177,ORD009177,LIMIT,BUY,100.04,72
9178,ORD009178,LIMIT,SELL,100.45,75
9179,ORD005377,CANCEL,,,
9180,ORD006884,CANCEL,,,
9181,ORD005945,CANCEL,,,
9182,ORD009182,LIMIT,SELL,100.39,26
9183,ORD009183,MARKET,BUY,,56
9184,ORD009001,CANCEL,,,
9185,ORD009185,MARKET,BUY,,81
9186,ORD009186,MARKET,SELL,,73
9187,ORD005634,CANCEL,,,
9188,ORD009188,LIMIT,BUY,98.74,16
9189,ORD009189,MARKET,BUY,,48
9190,ORD006707,CANCEL,,,
9191,ORD009191,MARKET,SELL,,82
9192,ORD009192,LIMIT,SELL,101.84,59
9193,ORD009193,MARKET,SELL,,32
9194,ORD009194,LIMIT,SELL,100.16,54
9195,ORD009195,LIMIT,SELL,100.27,90
9196,ORD009196,LIMIT,SELL,100.39,59
9197,ORD009197,MARKET,BUY,,93
9198,ORD005196,CANCEL,,,
9199,ORD009199,LIMIT,SELL,101.66,19
9200,ORD009200,LIMIT,BUY,98.33,19
9201,ORD009201,LIMIT,SELL,99.9,77
9202,ORD009202,LIMIT,SELL,101.79,61
9203,ORD009203,LIMIT,SELL,101.54,91
9204,ORD007062,CANCEL,,,
9205,ORD009205,LIMIT,SELL,100.47,85
9206,ORD009206,MARKET,BUY,,49
9207,ORD004591,CANCEL,,,
9208,ORD009208,LIMIT,BUY,100.34,91
9209,ORD009209,LIMIT,BUY,99.51,5
9210,ORD009210,LIMIT,SELL,100.35,46
9211,ORD008616,CANCEL,,,
9212,ORD009212,LIMIT,BUY,100.33,54
9213,ORD009213,MARKET,SELL,,80
9214,ORD006989,CANCEL,,,
9215,ORD006696,CANCEL,,,
9216,ORD009216,MARKET,SELL,,18
9217,ORD009217,LIMIT,BUY,99.92,75
9218,ORD007539,CANCEL,,,
9219,ORD002384,CANCEL,,,
9220,ORD001527,CANCEL,,,
9221,ORD009221,MARKET,BUY,,25
9222,ORD009222,LIMIT,SELL,101.24,50
9223,ORD009223,LIMIT,SELL,101.82,44
9224,ORD008464,CANCEL,,,
9225,ORD007640,CANCEL,,,
9226,ORD009226,LIMIT,BUY,98.89,1
9227,ORD009227,MARKET,BUY,,59
9228,ORD008810,CANCEL,,,
9229,ORD009229,LIMIT,BUY,98.52,30
9230,ORD009230,MARKET,BUY,,17
9231,ORD009231,LIMIT,BUY,98.69,11
9232,ORD009232,MARKET,SELL,,99
9233,ORD008218,CANCEL,,,
9234,ORD009234,LIMIT,SELL,101.57,90
9235,ORD005855,CANCEL,,,
9236,ORD009236,MARKET,BUY,,8
9237,ORD009237,MARKET,BUY,,84
9238,ORD009238,LIMIT,BUY,100.36,16
9239,ORD009239,LIMIT,SELL,100.11,83
9240,ORD009240,LIMIT,SELL,99.83,27
9241,ORD007439,CANCEL,,,
9242,ORD009242,LIMIT,SELL,99.79,47
9243,ORD009243,MARKET,BUY,,26
9244,ORD008743,CANCEL,,,
9245,ORD009245,LIMIT,BUY,100.16,78
9246,ORD004336,CANCEL,,,
9247,ORD009247,MARKET,BUY,,94
9248,ORD006643,CANCEL,,,
9249,ORD009249,LIMIT,BUY,99.56,55
9250,ORD009250,LIMIT,SELL,101.45,42
9251,ORD009251,LIMIT,SELL,99.51,44
9252,ORD009252,LIMIT,BUY,98.11,80
9253,ORD009253,MARKET,SELL,,32
9254,ORD009254,LIMIT,SELL,99.82,23
9255,ORD009255,MARKET,SELL,,16
9256,ORD005640,CANCEL,,,
9257,ORD006694,CANCEL,,,
9258,ORD009258,LIMIT,SELL,100.31,6
9259,ORD009259,LIMIT,SELL,99.87,63
9260,ORD009260,LIMIT,SELL,101.82,78
9261,ORD009261,MARKET,SELL,,92
9262,ORD009262,LIMIT,SELL,101.92,57
9263,ORD009263,LIMIT,SELL,101.34,90
9264,ORD009264,LIMIT,SELL,100.62,80
9265,ORD004738,CANCEL,,,
9266,ORD009182,CANCEL,,,
9267,ORD009267,LIMIT,SELL,99.88,55
9268,ORD004876,CANCEL,,,
9269,ORD009269,LIMIT,BUY,99.13,79
9270,ORD009270,LIMIT,BUY,98.13,21
9271,ORD006580,CANCEL,,,
9272,ORD009272,LIMIT,BUY,98.66,87
9273,ORD009273,LIMIT,BUY,98.65,32
9274,ORD009274,LIMIT,SELL,100.18,1
9275,ORD008416,CANCEL,,,
9276,ORD009276,LIMIT,BUY,98.17,66
9277,ORD009277,LIMIT,SELL,100.95,56
9278,ORD009278,LIMIT,BUY,100.08,100
9279,ORD009279,LIMIT,BUY,100.37,21
9280,ORD009280,LIMIT,BUY,99.94,16
9281,ORD007876,CANCEL,,,
9282,ORD009282,LIMIT,BUY,98.39,32
9283,ORD008772,CANCEL,,,
9284,ORD009284,LIMIT,SELL,101.66,45
9285,ORD009285,LIMIT,BUY,98.35,40
9286,ORD007873,CANCEL,,,
9287,ORD009287,LIMIT,BUY,99.96,1
9288,ORD009288,LIMIT,SELL,101.53,28
9289,ORD009289,LIMIT,BUY,98.51,26
9290,ORD009290,MARKET,SELL,,32
9291,ORD009291,LIMIT,SELL,99.97,76
9292,ORD009292,LIMIT,SELL,100.84,79
9293,ORD009293,LIMIT,SELL,101.51,4
9294,ORD009294,LIMIT,BUY,98.06,35
9295,ORD009295,LIMIT,BUY,99.97,32
9296,ORD009296,LIMIT,BUY,99.96,94
9297,ORD009297,LIMIT,SELL,101.73,37
9298,ORD008807,CANCEL,,,
9299,ORD009299,MARKET,SELL,,90
9300,ORD009300,LIMIT,BUY,100.27,62
9301,ORD009301,LIMIT,SELL,101.35,33
9302,ORD009302,LIMIT,SELL,100.81,38
9303,ORD009303,LIMIT,SELL,100.19,63
9304,ORD009304,LIMIT,BUY,98.63,93
9305,ORD009305,MARKET,SELL,,27
9306,ORD009306,MARKET,BUY,,21
9307,ORD006645,CANCEL,,,
9308,ORD009308,MARKET,BUY,,73
9309,ORD009309,LIMIT,BUY,100.06,28
9310,ORD009310,LIMIT,BUY,98.02,92
9311,ORD008594,CANCEL,,,
9312,ORD007638,CANCEL,,,
9313,ORD009313,MARKET,SELL,,86
9314,ORD008321,CANCEL,,,
9315,ORD009315,LIMIT,SELL,100.24,54
9316,ORD009316,LIMIT,BUY,100.23,52
9317,ORD009317,LIMIT,SELL,101.13,63
9318,ORD009318,LIMIT,SELL,100.5,48
9319,ORD009319,LIMIT,SELL,101.65,62
9320,ORD009320,LIMIT,BUY,98.31,65
9321,ORD009321,LIMIT,SELL,99.85,56
9322,ORD009322,LIMIT,SELL,99.68,47
9323,ORD008888,CANCEL,,,
9324,ORD009324,LIMIT,SELL,100.98,65
9325,ORD009325,LIMIT,BUY,98.75,36
9326,ORD001821,CANCEL,,,
9327,ORD009327,LIMIT,SELL,100.54,78
9328,ORD008722,CANCEL,,,
9329,ORD009329,LIMIT,BUY,99.08,88
9330,ORD004254,CANCEL,,,
9331,ORD009331,MARKET,SELL,,54
9332,ORD009332,MARKET,SELL,,5
9333,ORD004796,CANCEL,,,
9334,ORD004108,CANCEL,,,
9335,ORD008758,CANCEL,,,
9336,ORD009336,MARKET,BUY,,3
9337,ORD009337,LIMIT,BUY,100.0,66
9338,ORD003062,CANCEL,,,
9339,ORD009339,LIMIT,SELL,100.31,67
9340,ORD009340,MARKET,SELL,,38
9341,ORD009341,MARKET,SELL,,10
9342,ORD008038,CANCEL,,,
9343,ORD009343,LIMIT,SELL,101.27,67
9344,ORD004557,CANCEL,,,
9345,ORD009345,LIMIT,BUY,99.14,12
9346,ORD009346,LIMIT,SELL,100.49,55
9347,ORD009347,LIMIT,SELL,100.12,27
9348,ORD009348,LIMIT,SELL,101.36,56
9349,ORD009349,LIMIT,BUY,99.33,19
9350,ORD009350,LIMIT,SELL,101.23,77
9351,ORD009351,LIMIT,BUY,100.29,56
9352,ORD008105,CANCEL,,,
9353,ORD009353,LIMIT,SELL,100.55,22
9354,ORD009354,LIMIT,SELL,101.21,69
9355,ORD008130,CANCEL,,,
9356,ORD009356,LIMIT,SELL,100.71,76
9357,ORD009357,LIMIT,SELL,101.32,78
9358,ORD009358,MARKET,BUY,,1
9359,ORD008530,CANCEL,,,
9360,ORD009360,LIMIT,BUY,100.49,41
9361,ORD009361,LIMIT,BUY,98.47,85
9362,ORD009362,LIMIT,BUY,98.31,47
9363,ORD009363,LIMIT,BUY,100.25,94
9364,ORD009364,LIMIT,BUY,100.04,93
9365,ORD006348,CANCEL,,,
9366,ORD004951,CANCEL,,,
9367,ORD009367,LIMIT,SELL,101.08,31
9368,ORD009368,MARKET,SELL,,20
9369,ORD005708,CANCEL,,,
9370,ORD009370,MARKET,SELL,,69
9371,ORD007134,CANCEL,,,
9372,ORD004095,CANCEL,,,
9373,ORD009373,LIMIT,SELL,101.64,97
9374,ORD009374,MARKET,SELL,,36
9375,ORD009375,MARKET,BUY,,37
9376,ORD009376,LIMIT,BUY,98.87,63
9377,ORD002657,CANCEL,,,
9378,ORD009378,LIMIT,BUY,98.62,24
9379,ORD009379,MARKET,SELL,,34
9380,ORD007327,CANCEL,,,
9381,ORD009381,MARKET,BUY,,80
9382,ORD008487,CANCEL,,,
9383,ORD008848,CANCEL,,,
9384,ORD007500,CANCEL,,,
9385,ORD009385,LIMIT,BUY,98.32,63
9386,ORD009386,LIMIT,BUY,98.89,33
9387,ORD009387,LIMIT,BUY,99.11,61
9388,ORD009388,LIMIT,SELL,100.89,14
9389,ORD005114,CANCEL,,,
9390,ORD007931,CANCEL,,,
9391,ORD009391,LIMIT,BUY,99.71,75
9392,ORD008958,CANCEL,,,
9393,ORD009393,LIMIT,BUY,98.45,91
9394,ORD005824,CANCEL,,,
9395,ORD009395,MARKET,SELL,,83
9396,ORD007006,CANCEL,,,
9397,ORD009397,LIMIT,BUY,99.42,56
9398,ORD009155,CANCEL,,,
9399,ORD009399,LIMIT,SELL,101.73,58
9400,ORD009400,LIMIT,BUY,100.08,9
9401,ORD009401,MARKET,BUY,,15
9402,ORD009402,MARKET,BUY,,57
9403,ORD009403,LIMIT,BUY,99.97,41
9404,ORD009404,LIMIT,BUY,100.01,11
9405,ORD009405,LIMIT,BUY,99.68,23
9406,ORD007957,CANCEL,,,
9407,ORD009407,LIMIT,SELL,99.61,92
9408,ORD006981,CANCEL,,,
9409,ORD006984,CANCEL,,,
9410,ORD009410,MARKET,SELL,,33
9411,ORD006140,CANCEL,,,
9412,ORD009412,LIMIT,SELL,100.13,21
9413,ORD009413,LIMIT,BUY,99.16,20
9414,ORD008256,CANCEL,,,
9415,ORD009415,LIMIT,BUY,99.15,7
9416,ORD009416,LIMIT,SELL,100.3,62
9417,ORD009085,CANCEL,,,
9418,ORD009418,LIMIT,BUY,98.93,6
9419,ORD009020,CANCEL,,,
9420,ORD004256,CANCEL,,,
9421,ORD009421,LIMIT,BUY,98.35,66
9422,ORD009422,LIMIT,SELL,100.69,58
9423,ORD009423,LIMIT,SELL,100.88,16
9424,ORD009424,LIMIT,SELL,101.14,31
9425,ORD008123,CANCEL,,,
9426,ORD009426,MARKET,BUY,,37
9427,ORD009427,LIMIT,SELL,101.93,86
9428,ORD009428,LIMIT,SELL,101.43,43
9429,ORD008086,CANCEL,,,
9430,ORD009430,MARKET,SELL,,41
9431,ORD009431,LIMIT,SELL,101.39,66
9432,ORD009432,LIMIT,SELL,101.19,46
9433,ORD009433,LIMIT,SELL,100.52,53
9434,ORD009272,CANCEL,,,
9435,ORD009435,LIMIT,BUY,99.12,41
9436,ORD008940,CANCEL,,,
9437,ORD009437,LIMIT,SELL,101.09,12
9438,ORD006142,CANCEL,,,
9439,ORD005639,CANCEL,,,
9440,ORD009440,LIMIT,SELL,100.7,76
9441,ORD009441,LIMIT,BUY,98.33,63
9442,ORD009442,MARKET,BUY,,37
9443,ORD008198,CANCEL,,,
9444,ORD009444,MARKET,BUY,,61
9445,ORD004644,CANCEL,,,
9446,ORD008551,CANCEL,,,
9447,ORD009050,CANCEL,,,
9448,ORD009448,MARKET,BUY,,100
9449,ORD009277,CANCEL,,,
9450,ORD009450,LIMIT,SELL,101.18,78
9451,ORD009129,CANCEL,,,
9452,ORD009452,MARKET,BUY,,87
9453,ORD009453,LIMIT,SELL,101.74,72
9454,ORD008383,CANCEL,,,
9455,ORD009455,MARKET,SELL,,7
9456,ORD009456,LIMIT,SELL,100.03,85
9457,ORD008629,CANCEL,,,
9458,ORD009458,MARKET,BUY,,57
9459,ORD009459,LIMIT,SELL,100.58,51
9460,ORD009460,LIMIT,SELL,100.05,88
9461,ORD009461,MARKET,SELL,,53
9462,ORD009462,LIMIT,SELL,99.54,42
9463,ORD009463,LIMIT,BUY,99.58,22
9464,ORD009464,LIMIT,BUY,99.41,19
9465,ORD005902,CANCEL,,,
9466,ORD009466,LIMIT,BUY,99.58,39
9467,ORD009467,LIMIT,SELL,101.55,78
9468,ORD009468,LIMIT,SELL,101.32,35
9469,ORD009469,LIMIT,BUY,99.7,33
9470,ORD009470,LIMIT,SELL,99.76,46
9471,ORD007338,CANCEL,,,
9472,ORD009472,MARKET,SELL,,7
