sequence,order_id,type,side,price,quantity
4837,ORD004837,LIMIT,SELL,101.61,11
4838,ORD004838,MARKET,SELL,,34
4839,ORD004839,MARKET,BUY,,77
4840,ORD004840,LIMIT,SELL,100.12,16
4841,ORD004841,LIMIT,BUY,98.21,13
4842,ORD004842,MARKET,BUY,,85
4843,ORD004843,LIMIT,SELL,100.32,19
4844,ORD004844,MARKET,SELL,,3
4845,ORD004845,LIMIT,SELL,101.16,9
4846,ORD004846,LIMIT,SELL,100.19,53
4847,ORD001777,CANCEL,,,
4848,ORD004848,MARKET,SELL,,91
4849,ORD004849,MARKET,SELL,,19
4850,ORD004850,MARKET,BUY,,18
4851,ORD004851,LIMIT,BUY,99.77,70
4852,ORD004852,LIMIT,BUY,99.63,66
4853,ORD004853,LIMIT,SELL,99.87,51
4854,ORD004854,LIMIT,SELL,99.68,34
4855,ORD004855,MARKET,BUY,,46
4856,ORD004856,MARKET,BUY,,21
4857,ORD004857,MARKET,BUY,,59
4858,ORD001664,CANCEL,,,
4859,ORD004859,LIMIT,BUY,99.4,18
4860,ORD004860,MARKET,SELL,,15
4861,ORD004861,LIMIT,BUY,99.97,42
4862,ORD004862,MARKET,BUY,,51
4863,ORD004863,MARKET,BUY,,78
4864,ORD004864,MARKET,BUY,,53
4865,ORD000535,CANCEL,,,
4866,ORD004866,LIMIT,BUY,99.15,4
4867,ORD004867,MARKET,BUY,,17
4868,ORD004868,MARKET,SELL,,12
4869,ORD004869,LIMIT,SELL,101.29,2
4870,ORD004870,MARKET,SELL,,42
4871,ORD004871,MARKET,SELL,,93
4872,ORD004518,CANCEL,,,
4873,ORD004873,LIMIT,BUY,100.45,54
4874,ORD004874,MARKET,SELL,,4
4875,ORD004875,MARKET,BUY,,1
4876,ORD004876,LIMIT,BUY,98.77,20
4877,ORD004877,LIMIT,SELL,100.55,63
4878,ORD004878,MARKET,BUY,,41
4879,ORD004879,LIMIT,BUY,99.67,24
4880,ORD004880,LIMIT,BUY,100.12,91
4881,ORD004881,LIMIT,SELL,101.46,20
4882,ORD004882,LIMIT,SELL,101.89,80
4883,ORD004883,LIMIT,SELL,100.6,35
4884,ORD004884,MARKET,SELL,,11
4885,ORD004885,LIMIT,BUY,98.9,5
4886,ORD004886,LIMIT,BUY,98.76,73
4887,ORD004887,LIMIT,SELL,99.81,41
4888,ORD004888,MARKET,BUY,,40
4889,ORD004889,LIMIT,SELL,101.87,20
4890,ORD004890,LIMIT,SELL,101.01,97
4891,ORD004891,MARKET,SELL,,23
4892,ORD002220,CANCEL,,,
4893,ORD004893,LIMIT,SELL,101.11,12
4894,ORD004894,LIMIT,BUY,99.53,100
4895,ORD004895,LIMIT,BUY,99.16,1
4896,ORD004896,MARKET,SELL,,29
4897,ORD004897,LIMIT,SELL,101.66,23
4898,ORD004898,LIMIT,SELL,100.55,3
4899,ORD004899,MARKET,SELL,,100
4900,ORD004386,CANCEL,,,
4901,ORD004901,LIMIT,BUY,98.45,21
4902,ORD004902,MARKET,SELL,,85
4903,ORD004903,LIMIT,BUY,98.47,4
4904,ORD004904,MARKET,SELL,,79
4905,ORD004905,MARKET,SELL,,31
4906,ORD004906,LIMIT,BUY,99.6,65
4907,ORD004907,MARKET,BUY,,8
4908,ORD004908,MARKET,BUY,,58
4909,ORD004909,MARKET,BUY,,36
4910,ORD000066,CANCEL,,,
4911,ORD004911,LIMIT,SELL,100.1,97
4912,ORD004912,LIMIT,BUY,99.17,84
4913,ORD004913,LIMIT,BUY,98.26,81
4914,ORD004914,LIMIT,BUY,100.35,88
4915,ORD004915,LIMIT,BUY,98.65,75
4916,ORD004916,LIMIT,SELL,100.32,47
4917,ORD004917,MARKET,BUY,,57
4918,ORD004918,LIMIT,SELL,101.27,3
4919,ORD004919,LIMIT,BUY,99.69,57
4920,ORD004920,MARKET,BUY,,100
4921,ORD004921,LIMIT,BUY,99.17,54
4922,ORD004922,LIMIT,BUY,99.28,100
4923,ORD004923,MARKET,BUY,,26
4924,ORD004924,MARKET,SELL,,63
4925,ORD004925,MARKET,BUY,,30
4926,ORD004542,CANCEL,,,
4927,ORD004927,LIMIT,BUY,98.02,37
4928,ORD004928,LIMIT,SELL,100.66,65
4929,ORD001022,CANCEL,,,
4930,ORD004930,MARKET,SELL,,99
4931,ORD004931,LIMIT,SELL,99.91,16
4932,ORD004932,LIMIT,BUY,98.96,86
4933,ORD004933,LIMIT,SELL,100.15,86
4934,ORD004934,LIMIT,SELL,101.21,46
4935,ORD004935,MARKET,BUY,,47
4936,ORD004936,MARKET,BUY,,8
4937,ORD004937,LIMIT,SELL,101.56,50
4938,ORD004938,LIMIT,SELL,100.04,47
4939,ORD004834,CANCEL,,,
4940,ORD004940,LIMIT,SELL,99.89,28
4941,ORD004941,LIMIT,BUY,100.16,74
4942,ORD004942,LIMIT,SELL,100.05,2
4943,ORD004943,LIMIT,BUY,99.5,10
4944,ORD004944,LIMIT,SELL,99.62,13
4945,ORD004945,MARKET,BUY,,93
4946,ORD004946,LIMIT,SELL,100.51,32
4947,ORD004947,MARKET,SELL,,71
4948,ORD004948,MARKET,BUY,,16
4949,ORD004949,LIMIT,SELL,100.55,99
4950,ORD004950,LIMIT,SELL,101.52,55
4951,ORD004951,MARKET,BUY,,32
4952,ORD004952,LIMIT,SELL,101.79,15
4953,ORD004953,LIMIT,BUY,100.27,43
4954,ORD004954,MARKET,BUY,,48
4955,ORD004955,LIMIT,SELL,100.35,34
4956,ORD004956,LIMIT,BUY,100.03,60
4957,ORD004957,MARKET,SELL,,38
4958,ORD004958,LIMIT,SELL,101.61,48
4959,ORD004959,LIMIT,SELL,100.67,5
4960,ORD004960,MARKET,SELL,,59
4961,ORD004961,MARKET,SELL,,50
4962,ORD004962,LIMIT,SELL,101.1,30
4963,ORD004963,MARKET,BUY,,63
4964,ORD004964,LIMIT,BUY,99.94,57
4965,ORD004965,LIMIT,BUY,99.26,42
4966,ORD004966,MARKET,BUY,,21
4967,ORD004967,MARKET,SELL,,97
4968,ORD004968,LIMIT,SELL,101.73,24
4969,ORD004969,LIMIT,SELL,100.62,55
4970,ORD004970,MARKET,BUY,,49
4971,ORD004971,MARKET,BUY,,9
4972,ORD004972,LIMIT,BUY,98.52,71
4973,ORD004973,MARKET,SELL,,89
4974,ORD004974,MARKET,BUY,,68
4975,ORD004975,LIMIT,SELL,100.52,86
4976,ORD004976,LIMIT,SELL,101.84,51
4977,ORD004977,MARKET,BUY,,89
4978,ORD004978,LIMIT,SELL,100.15,45
4979,ORD004979,MARKET,BUY,,74
4980,ORD004980,LIMIT,BUY,98.82,58
4981,ORD004981,LIMIT,SELL,100.29,88
4982,ORD004982,MARKET,SELL,,8
4983,ORD004983,MARKET,SELL,,44
4984,ORD004984,MARKET,BUY,,10
4985,ORD004985,MARKET,BUY,,68
4986,ORD004986,MARKET,BUY,,52
4987,ORD004987,MARKET,BUY,,27
4988,ORD004988,MARKET,BUY,,83
4989,ORD004989,MARKET,BUY,,10
4990,ORD004990,LIMIT,SELL,100.73,78
4991,ORD004991,MARKET,SELL,,22
4992,ORD004992,MARKET,SELL,,70
4993,ORD004993,MARKET,SELL,,71
4994,ORD004994,MARKET,BUY,,23
4995,ORD004995,LIMIT,SELL,99.52,75
4996,ORD004996,MARKET,BUY,,24
4997,ORD004997,MARKET,BUY,,35
4998,ORD004998,MARKET,SELL,,10
4999,ORD004999,LIMIT,BUY,99.13,98
5000,ORD001273,CANCEL,,,
5001,ORD005001,MARKET,BUY,,25
5002,ORD005002,LIMIT,BUY,99.71,5
5003,ORD005003,MARKET,BUY,,53
5004,ORD005004,MARKET,BUY,,36
5005,ORD005005,LIMIT,BUY,100.16,57
5006,ORD005006,LIMIT,SELL,100.58,31
5007,ORD005007,LIMIT,BUY,100.39,5
5008,ORD005008,MARKET,SELL,,21
5009,ORD005009,MARKET,SELL,,78
5010,ORD005010,MARKET,BUY,,90
5011,ORD005011,MARKET,SELL,,12
5012,ORD005012,LIMIT,BUY,98.56,84
5013,ORD004975,CANCEL,,,
5014,ORD005014,MARKET,SELL,,56
5015,ORD005015,MARKET,SELL,,43
5016,ORD005016,LIMIT,SELL,100.88,39
5017,ORD005017,LIMIT,BUY,98.66,96
5018,ORD005018,MARKET,SELL,,93
5019,ORD004457,CANCEL,,,
5020,ORD005020,LIMIT,SELL,100.55,64
5021,ORD005021,LIMIT,SELL,99.55,6
5022,ORD005022,LIMIT,BUY,100.11,22
5023,ORD005023,MARKET,BUY,,10
5024,ORD005024,LIMIT,SELL,100.1,5
5025,ORD005025,LIMIT,BUY,98.43,21
5026,ORD005026,MARKET,BUY,,23
5027,ORD001015,CANCEL,,,
5028,ORD005028,MARKET,BUY,,48
5029,ORD005029,MARKET,SELL,,8
5030,ORD005030,LIMIT,BUY,98.71,92
5031,ORD005031,MARKET,BUY,,52
5032,ORD005032,LIMIT,SELL,100.02,25
5033,ORD005033,MARKET,BUY,,21
5034,ORD005034,MARKET,BUY,,21
5035,ORD005035,MARKET,BUY,,69
5036,ORD003048,CANCEL,,,
5037,ORD005037,MARKET,BUY,,35
5038,ORD005038,MARKET,BUY,,75
5039,ORD005039,LIMIT,SELL,100.48,79
5040,ORD005040,LIMIT,BUY,98.29,32
5041,ORD005041,MARKET,SELL,,62
5042,ORD005042,MARKET,SELL,,9
5043,ORD005043,MARKET,SELL,,100
5044,ORD005044,LIMIT,BUY,100.25,44
5045,ORD005045,LIMIT,BUY,98.45,58
5046,ORD005046,MARKET,BUY,,48
5047,ORD005047,MARKET,SELL,,55
5048,ORD005048,MARKET,SELL,,20
5049,ORD005049,MARKET,SELL,,14
5050,ORD005050,LIMIT,BUY,100.23,55
5051,ORD005051,MARKET,BUY,,74
5052,ORD005052,MARKET,SELL,,18
5053,ORD005053,MARKET,BUY,,14
5054,ORD005054,LIMIT,BUY,98.89,41
5055,ORD005055,LIMIT,BUY,98.35,75
5056,ORD005056,MARKET,SELL,,7
5057,ORD005057,MARKET,SELL,,76
5058,ORD005058,MARKET,BUY,,78
5059,ORD005059,LIMIT,SELL,100.13,17
5060,ORD005060,LIMIT,BUY,98.59,33
5061,ORD005061,LIMIT,SELL,100.85,15
5062,ORD005062,MARKET,BUY,,70
5063,ORD005063,MARKET,BUY,,82
5064,ORD005064,LIMIT,BUY,100.2,97
5065,ORD005065,MARKET,SELL,,46
5066,ORD005066,MARKET,BUY,,60
5067,ORD005067,LIMIT,SELL,100.19,67
5068,ORD005068,LIMIT,SELL,100.83,95
5069,ORD005069,LIMIT,SELL,101.28,62
5070,ORD005070,MARKET,BUY,,66
5071,ORD005071,MARKET,SELL,,75
5072,ORD005072,MARKET,SELL,,28
5073,ORD005073,LIMIT,SELL,99.7,75
5074,ORD005074,MARKET,BUY,,45
5075,ORD000645,CANCEL,,,
5076,ORD005076,LIMIT,SELL,101.16,82
5077,ORD005077,MARKET,SELL,,71
5078,ORD005078,LIMIT,SELL,101.12,12
5079,ORD005079,LIMIT,BUY,98.61,36
5080,ORD005080,LIMIT,BUY,99.97,78
5081,ORD005081,MARKET,SELL,,89
5082,ORD005082,MARKET,BUY,,1
5083,ORD005083,LIMIT,SELL,99.63,75
5084,ORD005084,MARKET,BUY,,62
5085,ORD005085,MARKET,BUY,,30
5086,ORD005086,LIMIT,BUY,98.21,29
5087,ORD005087,LIMIT,BUY,98.44,21
5088,ORD005088,MARKET,SELL,,76
5089,ORD005089,LIMIT,BUY,99.05,3
5090,ORD005090,MARKET,BUY,,85
5091,ORD002237,CANCEL,,,
5092,ORD005092,LIMIT,BUY,99.87,8
5093,ORD005093,LIMIT,SELL,100.48,28
5094,ORD005094,MARKET,SELL,,74
5095,ORD005095,MARKET,SELL,,35
5096,ORD005096,LIMIT,SELL,101.15,29
5097,ORD005097,LIMIT,BUY,100.22,53
5098,ORD005098,MARKET,SELL,,12
5099,ORD005099,MARKET,SELL,,26
5100,ORD005100,MARKET,SELL,,37
5101,ORD005101,MARKET,BUY,,60
5102,ORD005102,LIMIT,SELL,100.69,54
5103,ORD005103,MARKET,BUY,,89
5104,ORD005104,LIMIT,SELL,99.95,6
5105,ORD005105,LIMIT,SELL,100.68,44
5106,ORD005106,MARKET,SELL,,12
5107,ORD005107,LIMIT,SELL,100.91,23
5108,ORD005108,MARKET,BUY,,22
5109,ORD005109,MARKET,BUY,,35
5110,ORD005110,LIMIT,BUY,98.42,35
5111,ORD005111,LIMIT,SELL,100.75,50
5112,ORD005112,LIMIT,SELL,101.99,22
5113,ORD005113,LIMIT,SELL,100.42,29
5114,ORD005114,MARKET,BUY,,73
5115,ORD003684,CANCEL,,,
5116,ORD005116,LIMIT,BUY,99.83,35
5117,ORD005117,LIMIT,BUY,98.01,44
5118,ORD005118,LIMIT,SELL,100.28,95
5119,ORD005119,MARKET,BUY,,93
5120,ORD005120,LIMIT,SELL,101.01,5
5121,ORD005121,MARKET,BUY,,10
5122,ORD005122,MARKET,SELL,,63
5123,ORD005123,LIMIT,SELL,100.23,59
5124,ORD005124,MARKET,SELL,,59
5125,ORD005125,MARKET,SELL,,97
5126,ORD005126,LIMIT,SELL,100.14,54
5127,ORD005127,LIMIT,BUY,98.97,30
5128,ORD005128,MARKET,BUY,,39
5129,ORD005129,LIMIT,BUY,100.04,96
5130,ORD005130,LIMIT,BUY,98.37,61
5131,ORD005131,LIMIT,BUY,98.27,100
5132,ORD005132,MARKET,SELL,,59
5133,ORD005133,MARKET,SELL,,31
5134,ORD005134,MARKET,SELL,,5
5135,ORD005135,MARKET,BUY,,55
5136,ORD005136,MARKET,BUY,,51
5137,ORD005137,LIMIT,SELL,99.56,52
5138,ORD005138,LIMIT,BUY,98.34,95
5139,ORD005139,LIMIT,SELL,100.69,74
5140,ORD005140,LIMIT,BUY,99.93,58
5141,ORD005141,MARKET,SELL,,65
5142,ORD005142,MARKET,BUY,,97
5143,ORD005143,MARKET,SELL,,88
5144,ORD005144,LIMIT,SELL,99.56,41
5145,ORD005145,LIMIT,SELL,101.61,82
5146,ORD005146,MARKET,BUY,,16
5147,ORD005147,MARKET,BUY,,72
5148,ORD005148,LIMIT,BUY,99.0,93
5149,ORD005149,MARKET,SELL,,24
5150,ORD005150,MARKET,BUY,,21
5151,ORD005151,MARKET,BUY,,75
5152,ORD005152,LIMIT,BUY,99.42,69
5153,ORD005153,MARKET,SELL,,20
5154,ORD005154,LIMIT,SELL,101.42,99
5155,ORD005155,MARKET,SELL,,95
5156,ORD005156,LIMIT,BUY,100.06,40
5157,ORD005157,MARKET,BUY,,38
5158,ORD005158,LIMIT,BUY,99.48,88
5159,ORD005159,LIMIT,BUY,98.22,99
5160,ORD005160,MARKET,SELL,,82
5161,ORD005161,MARKET,BUY,,46
5162,ORD005162,MARKET,SELL,,49
5163,ORD005163,LIMIT,BUY,100.05,57
5164,ORD005164,MARKET,SELL,,78
5165,ORD005165,MARKET,SELL,,66
5166,ORD005166,LIMIT,SELL,100.11,7
5167,ORD005167,MARKET,BUY,,69
5168,ORD005168,LIMIT,SELL,101.82,50
5169,ORD005169,LIMIT,SELL,101.19,44
5170,ORD005170,MARKET,BUY,,84
5171,ORD005171,LIMIT,BUY,99.64,12
5172,ORD005172,LIMIT,BUY,99.94,15
5173,ORD005173,MARKET,BUY,,39
5174,ORD000596,CANCEL,,,
5175,ORD005175,LIMIT,BUY,100.25,9
5176,ORD005176,MARKET,SELL,,22
5177,ORD005177,LIMIT,SELL,101.13,99
5178,ORD005178,LIMIT,SELL,100.32,4
5179,ORD005179,MARKET,BUY,,67
5180,ORD005180,LIMIT,SELL,99.96,83
5181,ORD005181,MARKET,SELL,,54
5182,ORD005182,LIMIT,SELL,101.21,93
5183,ORD005183,LIMIT,SELL,99.93,61
5184,ORD005184,MARKET,BUY,,5
5185,ORD005185,MARKET,BUY,,16
5186,ORD005186,LIMIT,BUY,99.05,87
5187,ORD005187,MARKET,SELL,,28
5188,ORD005188,LIMIT,SELL,99.96,33
5189,ORD005189,LIMIT,SELL,99.7,2
5190,ORD005190,LIMIT,SELL,101.83,19
5191,ORD005191,MARKET,SELL,,77
5192,ORD001082,CANCEL,,,
5193,ORD005193,LIMIT,BUY,99.15,32
5194,ORD002896,CANCEL,,,
5195,ORD005195,LIMIT,SELL,101.82,8
5196,ORD005196,LIMIT,SELL,100.62,17
5197,ORD005197,MARKET,SELL,,41
5198,ORD005198,MARKET,SELL,,46
5199,ORD005199,MARKET,SELL,,97
5200,ORD005200,LIMIT,SELL,101.45,36
5201,ORD005201,LIMIT,BUY,100.07,35
5202,ORD005202,MARKET,BUY,,92
5203,ORD005203,MARKET,SELL,,48
5204,ORD005204,MARKET,SELL,,26
5205,ORD005205,MARKET,BUY,,49
5206,ORD005206,LIMIT,SELL,101.06,68
5207,ORD005207,MARKET,BUY,,75
5208,ORD005208,LIMIT,SELL,101.64,86
5209,ORD005209,LIMIT,BUY,100.38,24
5210,ORD005210,MARKET,SELL,,53
5211,ORD005211,MARKET,BUY,,54
5212,ORD005212,LIMIT,SELL,100.92,53
5213,ORD005213,MARKET,SELL,,76
5214,ORD005214,LIMIT,BUY,99.84,94
5215,ORD005215,MARKET,BUY,,71
5216,ORD005216,LIMIT,SELL,100.66,64
5217,ORD005217,MARKET,BUY,,100
5218,ORD005218,MARKET,SELL,,33
5219,ORD005219,LIMIT,BUY,100.17,33
5220,ORD005220,MARKET,BUY,,26
5221,ORD005221,LIMIT,BUY,99.5,20
5222,ORD005222,MARKET,SELL,,1
5223,ORD005223,MARKET,SELL,,84
5224,ORD005224,LIMIT,SELL,99.87,79
5225,ORD005225,LIMIT,BUY,98.76,84
5226,ORD005226,LIMIT,BUY,99.83,73
5227,ORD005227,MARKET,SELL,,27
5228,ORD005228,MARKET,SELL,,82
5229,ORD005229,MARKET,SELL,,76
5230,ORD005230,LIMIT,SELL,101.58,50
5231,ORD005231,MARKET,BUY,,2
5232,ORD005232,MARKET,BUY,,24
5233,ORD005233,MARKET,BUY,,63
5234,ORD005234,LIMIT,SELL,101.5,80
5235,ORD005235,MARKET,SELL,,73
5236,ORD005236,LIMIT,BUY,100.14,52
5237,ORD005237,MARKET,BUY,,85
5238,ORD005238,MARKET,BUY,,53
5239,ORD005239,LIMIT,SELL,101.95,20
5240,ORD005240,LIMIT,SELL,99.52,32
5241,ORD005241,MARKET,SELL,,16
5242,ORD005242,MARKET,SELL,,10
5243,ORD005243,LIMIT,SELL,100.29,52
5244,ORD005244,MARKET,BUY,,64
5245,ORD005245,MARKET,BUY,,45
5246,ORD005246,MARKET,SELL,,74
5247,ORD005247,LIMIT,BUY,98.37,43
5248,ORD005248,LIMIT,BUY,99.29,25
5249,ORD005249,MARKET,BUY,,94
5250,ORD005250,LIMIT,SELL,100.28,58
5251,ORD005251,LIMIT,BUY,99.23,4
5252,ORD005252,LIMIT,SELL,101.44,41
5253,ORD005253,LIMIT,BUY,99.18,42
5254,ORD005254,LIMIT,BUY,99.57,89
5255,ORD005255,MARKET,SELL,,89
5256,ORD005256,LIMIT,BUY,99.48,11
5257,ORD005257,MARKET,SELL,,33
5258,ORD000924,CANCEL,,,
5259,ORD005259,LIMIT,SELL,100.36,70
5260,ORD005260,MARKET,BUY,,58
5261,ORD005261,LIMIT,SELL,100.12,86
5262,ORD005262,MARKET,SELL,,63
5263,ORD005263,MARKET,BUY,,2
5264,ORD005264,LIMIT,BUY,98.8,40
5265,ORD005265,LIMIT,SELL,101.99,32
5266,ORD005266,MARKET,BUY,,70
5267,ORD002357,CANCEL,,,
5268,ORD005268,LIMIT,SELL,101.42,95
5269,ORD005269,LIMIT,BUY,100.29,70
5270,ORD005270,LIMIT,SELL,101.23,3
5271,ORD005271,MARKET,BUY,,42
5272,ORD005272,MARKET,SELL,,49
5273,ORD005273,LIMIT,SELL,100.02,27
5274,ORD005274,LIMIT,SELL,99.83,8
5275,ORD005275,MARKET,SELL,,3
5276,ORD005276,LIMIT,BUY,100.1,63
5277,ORD004959,CANCEL,,,
5278,ORD005278,LIMIT,BUY,98.1,87
5279,ORD005279,LIMIT,BUY,99.81,89
5280,ORD005280,LIMIT,SELL,99.7,26
5281,ORD005281,LIMIT,BUY,98.95,13
5282,ORD005282,LIMIT,SELL,100.9,44
5283,ORD005283,MARKET,SELL,,85
5284,ORD005284,MARKET,SELL,,59
5285,ORD005285,MARKET,BUY,,41
5286,ORD005286,LIMIT,SELL,100.69,35
5287,ORD005287,MARKET,SELL,,93
5288,ORD005288,LIMIT,BUY,99.7,87
5289,ORD005289,MARKET,BUY,,97
5290,ORD005290,LIMIT,SELL,101.56,74
5291,ORD005291,LIMIT,BUY,99.05,63
5292,ORD005292,MARKET,SELL,,53
5293,ORD005293,LIMIT,SELL,100.94,1
5294,ORD005294,MARKET,BUY,,50
5295,ORD005295,MARKET,SELL,,48
5296,ORD005296,MARKET,SELL,,50
5297,ORD005297,MARKET,BUY,,7
5298,ORD005298,MARKET,BUY,,31
5299,ORD005299,MARKET,BUY,,17
5300,ORD005300,LIMIT,BUY,99.07,2
5301,ORD005301,MARKET,BUY,,28
5302,ORD005302,LIMIT,BUY,98.15,95
5303,ORD005303,MARKET,BUY,,18
5304,ORD002868,CANCEL,,,
5305,ORD005305,LIMIT,BUY,99.15,48
5306,ORD005306,MARKET,SELL,,15
5307,ORD005307,LIMIT,BUY,98.1,80
5308,ORD005308,MARKET,SELL,,60
5309,ORD005309,LIMIT,SELL,101.15,33
5310,ORD005310,MARKET,BUY,,37
5311,ORD005311,LIMIT,SELL,101.81,29
5312,ORD005312,LIMIT,BUY,99.58,16
5313,ORD005313,MARKET,SELL,,45
5314,ORD005314,LIMIT,SELL,101.61,98
5315,ORD005315,MARKET,SELL,,22
5316,ORD005316,MARKET,SELL,,64
5317,ORD005317,MARKET,BUY,,53
5318,ORD005318,LIMIT,BUY,99.02,54
5319,ORD005319,LIMIT,SELL,99.58,2
5320,ORD005320,LIMIT,BUY,100.25,52
5321,ORD002207,CANCEL,,,
5322,ORD005322,MARKET,BUY,,47
5323,ORD003958,CANCEL,,,
5324,ORD005324,MARKET,BUY,,30
5325,ORD005325,MARKET,BUY,,13
5326,ORD005326,MARKET,BUY,,57
5327,ORD005327,MARKET,SELL,,33
5328,ORD005328,MARKET,BUY,,42
5329,ORD005329,MARKET,SELL,,49
5330,ORD005330,MARKET,SELL,,88
5331,ORD005331,LIMIT,SELL,100.3,59
5332,ORD005332,LIMIT,BUY,100.33,82
5333,ORD005333,MARKET,SELL,,96
5334,ORD005334,LIMIT,SELL,100.57,50
5335,ORD005335,MARKET,BUY,,42
5336,ORD005336,MARKET,SELL,,86
5337,ORD005337,LIMIT,SELL,99.52,88
5338,ORD005338,LIMIT,BUY,100.48,89
5339,ORD005339,LIMIT,SELL,99.72,34
5340,ORD005340,LIMIT,BUY,98.25,24
5341,ORD005341,MARKET,SELL,,31
5342,ORD005342,LIMIT,BUY,99.51,62
5343,ORD005343,MARKET,BUY,,52
5344,ORD005344,MARKET,BUY,,72
5345,ORD005345,MARKET,SELL,,21
5346,ORD005346,MARKET,SELL,,76
5347,ORD005347,MARKET,SELL,,61
5348,ORD005348,MARKET,BUY,,69
5349,ORD005349,MARKET,BUY,,31
5350,ORD005350,LIMIT,BUY,98.63,1
5351,ORD005351,MARKET,BUY,,23
5352,ORD005352,MARKET,SELL,,39
5353,ORD005353,LIMIT,BUY,99.31,78
5354,ORD004969,CANCEL,,,
5355,ORD005355,LIMIT,SELL,100.32,35
5356,ORD005356,LIMIT,BUY,98.14,57
5357,ORD005357,MARKET,BUY,,29
5358,ORD005358,LIMIT,BUY,98.98,37
5359,ORD005359,LIMIT,BUY,98.46,98
5360,ORD005360,LIMIT,BUY,99.23,60
5361,ORD005361,LIMIT,BUY,99.04,93
5362,ORD005362,LIMIT,BUY,99.0,39
5363,ORD005363,LIMIT,BUY,99.11,27
5364,ORD005364,MARKET,BUY,,5
5365,ORD005365,MARKET,SELL,,65
5366,ORD005366,LIMIT,BUY,98.21,5
5367,ORD005367,LIMIT,SELL,99.83,64
5368,ORD005368,MARKET,SELL,,98
5369,ORD005369,MARKET,BUY,,54
5370,ORD005370,LIMIT,BUY,99.07,21
5371,ORD000483,CANCEL,,,
5372,ORD005372,MARKET,SELL,,66
5373,ORD005373,LIMIT,SELL,101.48,52
5374,ORD005374,LIMIT,SELL,101.32,37
5375,ORD005375,MARKET,SELL,,63
5376,ORD005376,MARKET,BUY,,28
5377,ORD005377,LIMIT,SELL,101.6,91
5378,ORD005378,MARKET,BUY,,91
5379,ORD005379,LIMIT,BUY,99.55,41
5380,ORD005380,LIMIT,BUY,99.49,85
5381,ORD005381,LIMIT,SELL,100.59,28
5382,ORD005382,LIMIT,BUY,98.64,49
5383,ORD005383,MARKET,BUY,,71
5384,ORD005384,LIMIT,BUY,100.28,43
5385,ORD005385,MARKET,SELL,,3
5386,ORD000926,CANCEL,,,
5387,ORD005387,MARKET,SELL,,90
5388,ORD005388,MARKET,BUY,,25
5389,ORD005389,LIMIT,SELL,100.25,82
5390,ORD005390,LIMIT,SELL,101.37,90
5391,ORD005391,LIMIT,BUY,98.32,58
5392,ORD005392,MARKET,SELL,,85
5393,ORD005393,MARKET,SELL,,67
5394,ORD000970,CANCEL,,,
5395,ORD005395,LIMIT,BUY,98.64,83
5396,ORD005396,MARKET,SELL,,74
5397,ORD005397,MARKET,SELL,,97
5398,ORD005398,LIMIT,SELL,101.06,73
5399,ORD005399,MARKET,SELL,,87
5400,ORD005400,LIMIT,BUY,100.15,57
5401,ORD005401,LIMIT,SELL,99.63,70
5402,ORD005402,MARKET,BUY,,50
5403,ORD005403,MARKET,BUY,,42
5404,ORD005404,LIMIT,SELL,101.21,53
5405,ORD005405,MARKET,SELL,,67
5406,ORD005406,MARKET,SELL,,98
5407,ORD005407,MARKET,SELL,,23
5408,ORD005408,MARKET,SELL,,1
5409,ORD005409,MARKET,SELL,,54
5410,ORD005410,MARKET,BUY,,8
5411,ORD005411,MARKET,SELL,,33
5412,ORD005412,MARKET,BUY,,33
5413,ORD005413,MARKET,SELL,,66
5414,ORD005414,LIMIT,SELL,99.51,26
5415,ORD005415,LIMIT,SELL,102.0,3
5416,ORD005416,LIMIT,BUY,100.05,6
5417,ORD005417,MARKET,SELL,,32
5418,ORD005418,LIMIT,BUY,98.75,35
5419,ORD005419,LIMIT,BUY,99.03,23
5420,ORD003604,CANCEL,,,
5421,ORD005421,MARKET,BUY,,78
5422,ORD005422,LIMIT,SELL,100.03,86
5423,ORD005423,LIMIT,SELL,101.56,61
5424,ORD005424,MARKET,SELL,,35
5425,ORD005425,LIMIT,BUY,98.27,47
5426,ORD005426,LIMIT,SELL,100.25,6
5427,ORD005427,LIMIT,SELL,100.44,89
5428,ORD005428,LIMIT,BUY,99.25,82
5429,ORD005429,LIMIT,SELL,101.72,75
5430,ORD005430,MARKET,BUY,,56
5431,ORD002786,CANCEL,,,
5432,ORD005432,LIMIT,BUY,100.42,46
5433,ORD005433,MARKET,BUY,,36
5434,ORD005434,MARKET,BUY,,40
5435,ORD005435,MARKET,BUY,,96
5436,ORD005436,MARKET,SELL,,69
5437,ORD005437,LIMIT,SELL,101.89,15
5438,ORD005438,LIMIT,BUY,99.06,35
5439,ORD005439,MARKET,BUY,,65
5440,ORD005440,LIMIT,BUY,98.8,83
5441,ORD005441,LIMIT,SELL,101.51,36
5442,ORD005442,MARKET,SELL,,83
5443,ORD005443,LIMIT,BUY,99.07,95
5444,ORD005444,LIMIT,SELL,101.39,22
5445,ORD005445,MARKET,SELL,,67
5446,ORD005446,MARKET,SELL,,1
5447,ORD005447,LIMIT,BUY,98.53,83
5448,ORD005448,MARKET,BUY,,68
5449,ORD005449,MARKET,BUY,,65
5450,ORD005450,LIMIT,BUY,100.06,44
5451,ORD005451,LIMIT,SELL,100.98,3
